edge_id,source_id,target_id,edge_type,source_path,attributes_json
edge:3bce2e1231500a90,file:790921ce62f6e811,asdi:ASDI.141,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:3c08028569b6ea02,file:4f7c289bfa5e3248,policy_indicator:8.10.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:3c3f0a3c9ccbbb3c,policy_indicator:13.b.1,sdg_target:13.b,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:3cdba03459faca27,sdg_target:5.c,sdg:5,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:3dd50276eecbce6f,asdi:ASDI.28,sdg:13,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG13""}"
edge:3e16b7a7b8b532b8,sdg_target:7.2,sdg:7,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:3e267e5ab55fbdea,sdg_target:15.b,sdg:15,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:3e54d809b9476c19,asdi:ASDI.140,sdg:15,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG15""}"
edge:3e5874f16cba6dc4,file:4f7c289bfa5e3248,policy_indicator:15.c.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:3ebd4b077b36a313,policy_indicator:4.b.1,sdg_target:4.b,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:3f014014cc833bcb,file:790921ce62f6e811,asdi:ASDI.61,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:3f03601b1a0f54c3,file:4f7c289bfa5e3248,policy_indicator:12.2.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:3f210468b5f38526,file:4f7c289bfa5e3248,policy_indicator:14.3.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:3f8498a1231fb693,file:790921ce62f6e811,asdi:ASDI.41,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:3f8fe96f05f76516,sdg_target:9.3,sdg:9,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:3fa8aefefe06a22a,sdg_target:12.b,sdg:12,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:3fb982f237a25c64,sdg_target:3.1,sdg:3,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:3fd421af97d7bbc6,policy_indicator:11.7.1,sdg_target:11.7,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:400a94f241a15697,file:4f7c289bfa5e3248,policy_indicator:16.9.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:40551ec88999cc67,sdg_target:16.4,sdg:16,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:4071c617d42fad28,policy_indicator:17.13.1,sdg_target:17.13,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:4076ae5ec61f809f,file:4f7c289bfa5e3248,policy_indicator:2.1.2,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:40912f7ed062d960,file:790921ce62f6e811,asdi:ASDI.127,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:40f563cfd2806f35,track:part-i,file:9add99e9c823e45a,CONTAINS_FILE,Public Policies Tables/47 Tabla 17.xlsx,"{""role"":""public_policy_input""}"
edge:40fec414f93548f4,asdi:ASDI.9,dataset_type:weather,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:410282a331ece2a5,policy_indicator:17.7.1,sdg_target:17.7,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:41933b361abe8f9c,policy_indicator:1.a.2,sdg_target:1.a,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:41c405d97c0faee6,sdg_target:14.7,sdg:14,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:41ce4d37cccd2a50,asdi:ASDI.84,dataset_type:satellite imagery,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:425b5f71f36dada3,sdg_target:17.7,sdg:17,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:427d8d11490360cd,sdg_target:3.c,sdg:3,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:42aea8d8cd6970a0,sdg_target:16.8,sdg:16,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:42baede0627865b7,sdg_target:1.2,sdg:1,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:43b6497b443d1e14,sdg_target:16.a,sdg:16,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:43ec9a2dd048a3cc,file:4f7c289bfa5e3248,policy_indicator:17.3.2,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:440978a48a87c3ff,track:part-i,file:72d01dab1390b031,CONTAINS_FILE,Google Colab Notebooks/Extractor_Neo4j_ASDI_GBIF.ipynb,"{""role"":""exploratory_notebook""}"
edge:44522f29dbc654e8,sdg_target:9.2,sdg:9,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:44e7c66663353ecd,file:790921ce62f6e811,asdi:ASDI.77,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:4534ac0e753f49e5,policy_indicator:16.7.2,sdg_target:16.7,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:45582f830037c6e7,file:790921ce62f6e811,asdi:ASDI.26,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:4565d530950a1abb,sdg_target:5.4,sdg:5,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:45ccce60d95a783c,track:part-i,file:e64310454e648f5e,CONTAINS_FILE,Public Policies Tables/26 Tabla B26.xlsx,"{""role"":""public_policy_input""}"
edge:46033fa558edc9eb,file:790921ce62f6e811,asdi:ASDI.55,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:462b2b15d8cf68d4,file:4f7c289bfa5e3248,policy_indicator:8.a.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:46985cf762955f8b,asdi:ASDI.69,dataset_type:satellite imagery,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:46f25603a7f44e70,track:part-i,file:4f7c289bfa5e3248,CONTAINS_FILE,Public Policies Tables/01 Tabla B1.csv,"{""role"":""public_policy_input""}"
edge:470338e988ef1683,file:790921ce62f6e811,asdi:ASDI.125,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:47493be25c1ddabd,policy_indicator:9.3.1,sdg_target:9.3,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:4779a35988065fe6,sdg_target:3.7,sdg:3,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:47f4732be83a2aa8,asdi:ASDI.42,sdg:13,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG13""}"
edge:4838257f2b04d800,asdi:ASDI.111,dataset_type:disaster response,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:48643d2bfdc2165c,asdi:ASDI.44,sdg:13,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG13""}"
edge:486abb1bd342ccb1,sdg_target:8.9,sdg:8,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:48a83698afd094cc,asdi:ASDI.70,dataset_type:satellite imagery,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:48bb9164ecc22ac1,sdg_target:12.5,sdg:12,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:48ffc650855bdda4,file:4f7c289bfa5e3248,policy_indicator:3.2.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:497ae8ad52ff15bd,asdi:ASDI.107,dataset_type:disaster response,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:4996f22dbcee5bde,file:4f7c289bfa5e3248,policy_indicator:1.3.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:49b9902412ecebbc,policy_indicator:3.3.3,sdg_target:3.3,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:4a214cb81cbc842f,track:part-i,file:5cec8554c61422e8,CONTAINS_FILE,Google Colab Notebooks/Extractor_Neo4j_ASDI_Sustainable_Public_Policies_MX.ipynb,"{""role"":""exploratory_notebook""}"
edge:4a3d17be0a6e2cbb,track:part-i,file:e79a0cfee144d315,CONTAINS_FILE,Public Policies Tables/46 Tabla B46.xlsx,"{""role"":""public_policy_input""}"
edge:4b8ac1d58686f468,file:4f7c289bfa5e3248,policy_indicator:17.3.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:4be92e0484a82ad0,policy_indicator:11.2.1,sdg_target:11.2,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:4c1e4da4e4c35610,policy_indicator:1.a.1,sdg_target:1.a,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:4c877cbe6d788510,policy_indicator:8.9.1,sdg_target:8.9,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:4cfbd79b9aef1bda,asdi:ASDI.103,dataset_type:energy,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:4d173cc4ee3e1423,track:part-i,file:413ff7f2955a358f,CONTAINS_FILE,Public Policies Tables/18 Tabla B18.xlsx,"{""role"":""public_policy_input""}"
edge:4da0cfb88d54b293,file:4f7c289bfa5e3248,policy_indicator:17.15.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:4da7bdd3aec0b89c,file:790921ce62f6e811,asdi:ASDI.79,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:4db94bbb2c13a5d1,file:790921ce62f6e811,asdi:ASDI.123,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:4e11fcb70d3b75c7,policy_indicator:15.1.1,sdg_target:15.1,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:4f28fc6c9049660a,asdi:ASDI.63,dataset_type:satellite imagery,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:4f31cc96fd946753,file:790921ce62f6e811,asdi:ASDI.31,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:4f59078c2dbf5b6e,sdg_target:11.5,sdg:11,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:4fdce6630e5c560f,asdi:ASDI.66,dataset_type:satellite imagery,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:4fef67bc2e2c49f9,file:4f7c289bfa5e3248,policy_indicator:2.3.2,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:500626b6ca72036b,policy_indicator:4.5.1,sdg_target:4.5,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:5031afbb6bfd7da4,file:4f7c289bfa5e3248,policy_indicator:5.a.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:50956c6409e8e0e7,track:part-i,file:f0215c622d6e6955,CONTAINS_FILE,Public Policies Tables/33 Tabla B33.xlsx,"{""role"":""public_policy_input""}"
edge:50ee9533fc33d61c,asdi:ASDI.125,sdg:14,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG14""}"
edge:50f82894e2e77dd3,file:4f7c289bfa5e3248,policy_indicator:4.7.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:5134d09cb7bdaa12,file:4f7c289bfa5e3248,policy_indicator:7.b.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:513b74c17cd9433e,file:4f7c289bfa5e3248,policy_indicator:4.1.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:513c9f2ad6f19d01,policy_indicator:3.2.1,sdg_target:3.2,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:514d8a5de2e425b7,asdi:ASDI.67,sdg:17,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG17""}"
edge:519e47804d05bebe,sdg_target:3.4,sdg:3,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:51cd79f21993e2a6,sdg_target:14.6,sdg:14,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:521352ab0aa4e8bf,file:4f7c289bfa5e3248,policy_indicator:11.5.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:5257ee817acd5497,asdi:ASDI.120,dataset_type:oceans,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:525bd84b94d5d989,sdg_target:16.1,sdg:16,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:52bbc7749ee1647d,file:4f7c289bfa5e3248,policy_indicator:8.1.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:52d94b3b38f1c175,file:4f7c289bfa5e3248,policy_indicator:7.a.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:537c66a4880227bf,sdg_target:15.4,sdg:15,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:538c656ef1f99359,file:790921ce62f6e811,asdi:ASDI.72,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:53aa804fcac6bc2b,asdi:ASDI.59,sdg:17,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG17""}"
edge:53b326a1b65cbcc4,file:4f7c289bfa5e3248,policy_indicator:13.b.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:54513394b3dcff45,file:4f7c289bfa5e3248,policy_indicator:6.6.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:547efb5a35ba324e,file:4f7c289bfa5e3248,policy_indicator:16.b.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:549c8889babc2c89,asdi:ASDI.61,dataset_type:satellite imagery,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:54c5f303f45aa007,file:4f7c289bfa5e3248,policy_indicator:3.1.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:55107bb6ef277cf7,file:790921ce62f6e811,asdi:ASDI.88,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:551a9d91dde25216,file:790921ce62f6e811,asdi:ASDI.118,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:55212827a124073e,asdi:ASDI.113,dataset_type:disaster response,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:55adec03de1d3892,sdg_target:4.5,sdg:4,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:564d3fe8f2be5505,asdi:ASDI.17,sdg:13,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG13""}"
edge:56ae649beb1291b2,sdg_target:2.b,sdg:2,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:56dbc592aaa77940,file:4f7c289bfa5e3248,policy_indicator:14.2.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:57017fedef5ed80a,file:790921ce62f6e811,asdi:ASDI.102,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:5753ce47034a6f03,asdi:ASDI.44,dataset_type:climate,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:5794bbda7e821956,file:4f7c289bfa5e3248,policy_indicator:2.4.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:579bb3b3f33cdfbf,file:4f7c289bfa5e3248,policy_indicator:13.a.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:57bd4a6cf0d16ba9,policy_indicator:4fa7ccb86ef43dab,sdg_target:11.c,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:57c32303d6a8dead,asdi:ASDI.75,sdg:17,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG17""}"
edge:57fa98365a30ae28,file:4f7c289bfa5e3248,policy_indicator:2.2.3,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:5923fa6e7a883399,asdi:ASDI.42,dataset_type:climate,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:59a1f31d7a6862a5,file:4f7c289bfa5e3248,policy_indicator:4.4.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:5a589ac825dd8219,file:4f7c289bfa5e3248,policy_indicator:9.c.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:5a9a6cca294577ef,file:4f7c289bfa5e3248,policy_indicator:6.b.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:5aa98500054cf45d,file:4f7c289bfa5e3248,policy_indicator:16.7.2,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:5b00440d3a860b96,policy_indicator:542066639f12a7e0,sdg_target:12.8,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:5b8f1985f24759e7,policy_indicator:15.6.1,sdg_target:15.6,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:5bb2c259676ac9c5,policy_indicator:5.6.1,sdg_target:5.6,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:5bb3c0a07458107a,asdi:ASDI.29,sdg:13,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG13""}"
edge:5bbbdc0744ae9bb4,asdi:ASDI.103,sdg:7,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG7""}"
edge:5c81889e40f2d320,file:4f7c289bfa5e3248,policy_indicator:3.3.3,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:5c9cd104062db42b,asdi:ASDI.139,dataset_type:biodiversity,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:5cd00b2368d9bab1,asdi:ASDI.83,dataset_type:satellite imagery,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:5d283c41d9bcfa32,policy_indicator:3.3.4,sdg_target:3.3,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:5d3f87917a07a464,file:4f7c289bfa5e3248,policy_indicator:10.5.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:5d51107ed578d3da,asdi:ASDI.94,sdg:3,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG3""}"
edge:5d64ec0c5208b0fa,asdi:ASDI.26,sdg:13,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG13""}"
edge:5d6d2a981a54bcae,file:790921ce62f6e811,asdi:ASDI.70,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:5df78f7ba399ffd4,policy_indicator:9.4.1,sdg_target:9.4,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:5e2174adfc6bb675,asdi:ASDI.83,sdg:17,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG17""}"
edge:5e2543d7eefd130c,file:790921ce62f6e811,asdi:ASDI.76,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:5e3ed7e980e8b7d9,policy_indicator:11.5.2,sdg_target:11.5,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:5e558376b71e144a,asdi:ASDI.9,sdg:13,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG13""}"
edge:5e65400c2f5d6574,asdi:ASDI.24,sdg:13,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG13""}"
edge:5ebc3c0f6dbbf63c,file:4f7c289bfa5e3248,policy_indicator:3.3.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:5ec09bfc86745eb7,asdi:ASDI.31,dataset_type:climate,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:5ecf9d35c3ef6cd1,file:4f7c289bfa5e3248,policy_indicator:10.2.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:5eeeebaae4542ee9,policy_indicator:296eda00455634fd,sdg_target:13.3,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:5f24eb21a7eb7c77,file:790921ce62f6e811,asdi:ASDI.1,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:5f3691c9ad8ad8d1,file:790921ce62f6e811,asdi:ASDI.54,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:5f4778e67675cf35,asdi:ASDI.48,dataset_type:climate,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:5f6d925dcd813c8d,file:4f7c289bfa5e3248,policy_indicator:3.3.2,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:5f9018092c4199d3,asdi:ASDI.37,dataset_type:climate,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:5fdf935b29b8c2cd,file:4f7c289bfa5e3248,policy_indicator:3.3.4,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:5feb32c00fe7a782,policy_indicator:2.5.1,sdg_target:2.5,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:603bfa23f62e1f95,policy_indicator:15.2.1,sdg_target:15.2,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:60723fbdaadb2337,asdi:ASDI.72,dataset_type:satellite imagery,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:60c76c0770fb1b62,asdi:ASDI.130,sdg:8,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG8""}"
edge:612fe15469124724,policy_indicator:10.7.2,sdg_target:10.7,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:6181fe5f389fa8fd,file:4f7c289bfa5e3248,policy_indicator:3.b.2,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:620bd90a48e1c95c,asdi:ASDI.101,sdg:7,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG7""}"
edge:623664239449d442,policy_indicator:8.b.1,sdg_target:8.b,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:6264ae523cb0a4c1,track:part-i,file:239a9cdfa999fbb4,CONTAINS_FILE,ASDI Tables/README.md,"{""role"":""asdi_input""}"
edge:62e48078c0cb505c,file:4f7c289bfa5e3248,policy_indicator:11.1.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:63ce2959d27bca6e,policy_indicator:2.c.1,sdg_target:2.c,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:63db562fd4f0439a,sdg_target:11.b,sdg:11,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:63ea1667b2b13767,file:4f7c289bfa5e3248,policy_indicator:10.a.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:63f1e869b069a987,policy_indicator:11.3.1,sdg_target:11.3,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:64028f110feed5f1,file:4f7c289bfa5e3248,policy_indicator:3.4.2,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:642e6d5e458913c5,asdi:ASDI.51,dataset_type:water,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:6452214e202d156a,file:790921ce62f6e811,asdi:ASDI.33,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:64f8942d920f315a,policy_indicator:5.a.1,sdg_target:5.a,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:6543896444cbe0ec,file:790921ce62f6e811,asdi:ASDI.34,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:6544d8fa0e145b7a,asdi:ASDI.13,dataset_type:weather,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:655081a93ebd15b3,sdg_target:17.15,sdg:17,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:65f0104ad315ede1,file:4f7c289bfa5e3248,policy_indicator:16.2.3,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:660083a7449deb85,file:790921ce62f6e811,asdi:ASDI.69,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:66029e42b372c297,policy_indicator:6.5.2,sdg_target:6.5,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:6637be0e33e07145,sdg_target:13.1,sdg:13,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:66627194d6cf0aff,asdi:ASDI.10,sdg:13,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG13""}"
