edge_id,source_id,target_id,edge_type,source_path,attributes_json
edge:17b77c11d02765c8,policy_indicator:17.18.3,sdg_target:17.18,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:186e071fe8716969,file:4f7c289bfa5e3248,policy_indicator:10.7.2,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:18739849c8780b0c,asdi:ASDI.20,dataset_type:weather,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:188202ba378a626f,file:4f7c289bfa5e3248,policy_indicator:8.5.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:18922e15ef68a114,asdi:ASDI.123,dataset_type:oceans,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:18c48f973d42ea90,asdi:ASDI.82,dataset_type:satellite imagery,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:18e59549a92ed98f,policy_indicator:15.c.1,sdg_target:15.c,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:18f9d55160ddb185,file:790921ce62f6e811,asdi:ASDI.126,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:199235964a55eac7,file:4f7c289bfa5e3248,policy_indicator:16.4.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:19abffeaf30baff8,asdi:ASDI.65,sdg:17,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG17""}"
edge:19b8a1abc4b6cc26,track:part-i,file:72e88958b11e10b8,CONTAINS_FILE,Public Policies Tables/01 Tabla B1.xlsx,"{""role"":""public_policy_input""}"
edge:19d85894dae76691,asdi:ASDI.66,sdg:17,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG17""}"
edge:19e543181c56fb47,file:790921ce62f6e811,asdi:ASDI.13,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:1a03bf39f7d22510,asdi:ASDI.88,dataset_type:elevation,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:1a52180b5802a55e,policy_indicator:2.5.2,sdg_target:2.5,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:1ab04f6766a9ecfd,file:790921ce62f6e811,asdi:ASDI.57,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:1ab8bd9c370c6128,sdg_target:1.5,sdg:1,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:1adfd32b50a975cf,file:4f7c289bfa5e3248,policy_indicator:13.2.2,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:1b0436ae52a1dff2,file:4f7c289bfa5e3248,policy_indicator:3.8.2,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:1b163a9002833b55,file:4f7c289bfa5e3248,policy_indicator:15.a.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:1b20146e023d79fe,policy_indicator:17.1.1,sdg_target:17.1,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:1b312a212ae1aef6,asdi:ASDI.30,dataset_type:climate,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:1b47ddf54b5ae061,file:4f7c289bfa5e3248,policy_indicator:8.7.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:1b57b6169f4bce90,policy_indicator:4.c.1,sdg_target:4.c,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:1ba7f58fd4666df2,asdi:ASDI.63,sdg:17,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG17""}"
edge:1bde890f869fe90c,asdi:ASDI.32,sdg:13,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG13""}"
edge:1cb3d0933f7ace60,file:790921ce62f6e811,asdi:ASDI.82,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:1cf2fb3fa1be891b,asdi:ASDI.47,dataset_type:climate,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:1cf6b80adc2725a4,file:790921ce62f6e811,asdi:ASDI.49,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:1d0284d4dfd1c5da,asdi:ASDI.93,dataset_type:elevation,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:1d0c220d3db29cd8,policy_indicator:17.3.2,sdg_target:17.3,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:1d0fc232ebdce31b,policy_indicator:8.5.2,sdg_target:8.5,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:1d1c313325e9abf9,file:4f7c289bfa5e3248,policy_indicator:7.1.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:1d3637a869cf03a9,file:4f7c289bfa5e3248,policy_indicator:17.16.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:1d3ee177d63e0c49,asdi:ASDI.60,sdg:17,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG17""}"
edge:1d47b366e136c4a7,file:790921ce62f6e811,asdi:ASDI.53,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:1d711109e95a07e0,policy_indicator:3.b.2,sdg_target:3.b,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:1d91f4e3b1388d5a,sdg_target:15.2,sdg:15,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:1dddc6f7db5cf737,asdi:ASDI.51,sdg:6,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG6""}"
edge:1e5655441860b721,sdg_target:10.6,sdg:10,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:1edc7c6e7fa1d2d9,file:4f7c289bfa5e3248,policy_indicator:12.a.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:1eeb8f6f72b5fe49,file:4f7c289bfa5e3248,policy_indicator:25a2aa9f86d5a414,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:1f003f20811cb732,asdi:ASDI.134,dataset_type:infrastructure,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:1f5b1880be3bd770,asdi:ASDI.117,dataset_type:oceans,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:1f5b3dae60bf6082,file:4f7c289bfa5e3248,policy_indicator:6.a.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:1f982048a292564d,asdi:ASDI.45,sdg:13,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG13""}"
edge:1fb7752216faeac3,asdi:ASDI.68,sdg:17,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG17""}"
edge:1fc030926a5e9100,policy_indicator:16.3.1,sdg_target:16.3,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:1fd1de2765f68042,file:790921ce62f6e811,asdi:ASDI.111,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:20a0835d88ca9e14,sdg_target:12.a,sdg:12,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:20d90ad78a1ade92,policy_indicator:10.7.1,sdg_target:10.7,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:20da6a6f4dbf3ba0,file:790921ce62f6e811,asdi:ASDI.10,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:20f8ae3aa1e68c12,file:790921ce62f6e811,asdi:ASDI.52,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:2194b3b316510329,asdi:ASDI.122,dataset_type:oceans,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:21be0903a763246c,track:part-i,file:f16b54f7ff807882,CONTAINS_FILE,Public Policies Tables/19 Tabla B19.xlsx,"{""role"":""public_policy_input""}"
edge:21eab066503fd384,file:790921ce62f6e811,asdi:ASDI.4,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:21f199dcecd454a4,asdi:ASDI.85,dataset_type:satellite imagery,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:22143dd7902e848e,file:4f7c289bfa5e3248,policy_indicator:15.9.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:2224e599b5248762,policy_indicator:3.8.2,sdg_target:3.8,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:224d0fcbbe91e5ad,sdg_target:3.2,sdg:3,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:226282470ea4b8d5,policy_indicator:16.b.1,sdg_target:16.b,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:229e62164641d9f5,asdi:ASDI.8,sdg:13,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG13""}"
edge:22f6449acf28d51a,file:4f7c289bfa5e3248,policy_indicator:1.b.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:2369e1068b319860,sdg_target:17.13,sdg:17,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:239205830cd0b1af,policy_indicator:15.5.1,sdg_target:15.5,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:24af2bdd3cbaa51c,asdi:ASDI.15,dataset_type:weather,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:24d0954bfa43cbfe,asdi:ASDI.78,sdg:17,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG17""}"
edge:2514f9eb47c25fbd,asdi:ASDI.20,sdg:13,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG13""}"
edge:2572ceb2bc2f1d8d,policy_indicator:8.1.1,sdg_target:8.1,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:25a82add7bbdacc7,file:790921ce62f6e811,asdi:ASDI.45,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:25bcc2240462dce1,file:4f7c289bfa5e3248,policy_indicator:16.1.2,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:25e279cab731b964,policy_indicator:16.8.1,sdg_target:16.8,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:264f9b986f3ed651,track:part-i,file:99443862f7fcc930,CONTAINS_FILE,Public Policies Tables/29 Tabla B29.xlsx,"{""role"":""public_policy_input""}"
edge:268eab8eccf6128e,file:4f7c289bfa5e3248,policy_indicator:5.3.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:26a6ad401f18763a,policy_indicator:5.2.2,sdg_target:5.2,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:26ac9a8be4a97ba4,asdi:ASDI.14,sdg:13,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG13""}"
edge:26b71ae4a17760a0,asdi:ASDI.40,dataset_type:climate,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:26e792008ee2b0bd,policy_indicator:10.5.1,sdg_target:10.5,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:27214186191bc1e2,track:part-i,file:df3e0ffc4f655a01,CONTAINS_FILE,Public Policies Tables/03 Tabla B3.xlsx,"{""role"":""public_policy_input""}"
edge:27a42c9aecd8c6b7,policy_indicator:16.2.1,sdg_target:16.2,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:27b127cad0f32626,policy_indicator:8.5.1,sdg_target:8.5,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:27ba983c9d1abcba,file:4f7c289bfa5e3248,policy_indicator:7.3.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:27c63a749e08cf43,asdi:ASDI.89,dataset_type:elevation,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:2816cfd88558e4a8,file:790921ce62f6e811,asdi:ASDI.108,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:2925eb305e69836a,sdg_target:4.1,sdg:4,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:298fd708057a8dda,asdi:ASDI.33,dataset_type:climate,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:299d2027ef509bce,asdi:ASDI.127,sdg:14,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG14""}"
edge:29ff79b73f88f3bd,file:4f7c289bfa5e3248,policy_indicator:6.5.2,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:2a0df072fceb8b7e,file:4f7c289bfa5e3248,policy_indicator:8.4.2,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:2a171371adb81ab9,policy_indicator:3.d.2,sdg_target:3.d,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:2ab1d5849273adc4,policy_indicator:7.a.1,sdg_target:7.a,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:2ad0bc7dfbc11e83,sdg_target:14.5,sdg:14,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:2ad7ea2ba9a631b3,sdg_target:16.5,sdg:16,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:2b137bf98ac8b932,sdg_target:15.9,sdg:15,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:2b18a4fab98402eb,track:part-i,file:c445d4fcad6c529b,CONTAINS_FILE,Public Policies Tables/48 Tabla 19.xlsx,"{""role"":""public_policy_input""}"
edge:2b2f1293694ac8e8,file:4f7c289bfa5e3248,policy_indicator:16.6.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:2b48d72218150f28,policy_indicator:6.4.2,sdg_target:6.4,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:2b55ec20aea05a0d,track:part-i,file:f3580290ebb414f5,CONTAINS_FILE,Public Policies Tables/35 Tabla B35.xlsx,"{""role"":""public_policy_input""}"
edge:2c00e56d9917a98e,asdi:ASDI.138,sdg:15,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG15""}"
edge:2c76760372aec64c,asdi:ASDI.77,dataset_type:satellite imagery,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:2cb80a9db0967524,file:4f7c289bfa5e3248,policy_indicator:17.4.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:2cc6f590dac8cb7a,policy_indicator:5.c.1,sdg_target:5.c,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:2d3d3f263c356d35,file:790921ce62f6e811,asdi:ASDI.121,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:2d601080746929a2,policy_indicator:1.2.2,sdg_target:1.2,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:2d7b779a229e7d7b,file:790921ce62f6e811,asdi:ASDI.2,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:2d825d91b47b4496,file:4f7c289bfa5e3248,policy_indicator:3.d.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:2dc730a7b74647e0,sdg_target:7.b,sdg:7,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:2debef8e4dac35b8,sdg_target:8.4,sdg:8,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:2e6c21aa65e708d2,policy_indicator:10.6.1,sdg_target:10.6,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:2e7467e2a681450f,sdg_target:6.4,sdg:6,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:2e99d0005c3ffb7e,asdi:ASDI.40,sdg:13,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG13""}"
edge:2e9ef8c71afcde31,sdg_target:17.2,sdg:17,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:2ee05ba6d50387f2,asdi:ASDI.64,sdg:17,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG17""}"
edge:2ef35f31a02656af,policy_indicator:16.a.1,sdg_target:16.a,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:2fc5443274debe23,policy_indicator:8.8.1,sdg_target:8.8,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:3009d80bc8b66c74,asdi:ASDI.74,sdg:17,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG17""}"
edge:300eb51f413663bb,policy_indicator:17.12.1,sdg_target:17.12,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:30473c775eec0aa8,file:790921ce62f6e811,asdi:ASDI.56,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:30c8428123cd46fe,asdi:ASDI.137,dataset_type:ecosystems,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:30dbadb3fd3c0b67,sdg_target:9.c,sdg:9,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:310463fab40dcb0e,asdi:ASDI.132,dataset_type:socioeconomic,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:313dc47c6ebf60ae,policy_indicator:9.2.1,sdg_target:9.2,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:317f3dcd14192799,file:790921ce62f6e811,asdi:ASDI.11,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:321d5b9346b29f6d,track:part-i,file:667534b52aea5a2b,CONTAINS_FILE,Public Policies Tables/24 Tabla B24.xlsx,"{""role"":""public_policy_input""}"
edge:326e544e7b15be38,asdi:ASDI.130,dataset_type:socioeconomic,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:32c044eeae6e5ba3,sdg_target:3.a,sdg:3,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:32c4e1d20c2af08e,sdg_target:11.4,sdg:11,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:32cc3d30142201dd,sdg_target:8.b,sdg:8,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:32ecec1850c56506,file:4f7c289bfa5e3248,policy_indicator:13.1.2,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:32f6eb8fb4d64712,file:790921ce62f6e811,asdi:ASDI.92,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:333e67464439ba76,policy_indicator:10.2.1,sdg_target:10.2,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:33451ff64e419880,asdi:ASDI.73,sdg:17,SUPPORTS_GOAL,ASDI Tables/02 ASDI Data Set Dictionary.csv,"{""sdg_id"":""SDG17""}"
edge:336bb22fbed7093f,sdg_target:4.c,sdg:4,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:33793bec790210bb,file:790921ce62f6e811,asdi:ASDI.37,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:33b6716d68ed1d06,file:4f7c289bfa5e3248,policy_indicator:15.7.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:33d0433893b0bfde,file:4f7c289bfa5e3248,policy_indicator:14.1.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:33df6333a4f1c9e7,policy_indicator:9.b.1,sdg_target:9.b,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:3402d81978cc6cff,file:790921ce62f6e811,asdi:ASDI.94,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:34750ed83f382341,asdi:ASDI.39,dataset_type:climate,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:3479dc5bfc00a140,track:part-i,file:e69766a595ced9a8,CONTAINS_FILE,Public Policies Tables/32 Tabla B32.xlsx,"{""role"":""public_policy_input""}"
edge:34b6f7d0b946ee4c,file:790921ce62f6e811,asdi:ASDI.122,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:34efdc30d390f953,file:4f7c289bfa5e3248,policy_indicator:4fa7ccb86ef43dab,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:355909e2e73fa2cd,file:4f7c289bfa5e3248,policy_indicator:11.7.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:356900daf04846c1,sdg_target:9.a,sdg:9,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:357132df48ba5f43,file:4f7c289bfa5e3248,policy_indicator:3.b.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:357159accc4dffd6,policy_indicator:1.3.1,sdg_target:1.3,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:35781d0892887281,track:part-i,file:d28963e76e445bf3,CONTAINS_FILE,Public Policies Tables/05 Tabla B5.xlsx,"{""role"":""public_policy_input""}"
edge:3589fb69a4bcfe93,policy_indicator:17.3.1,sdg_target:17.3,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:35bc512a959309a6,file:4f7c289bfa5e3248,policy_indicator:17.17.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:3644799a47afea83,file:4f7c289bfa5e3248,policy_indicator:16.10.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:36479ab8b4e7a038,track:part-i,file:852253fbdcf53b2e,CONTAINS_FILE,Public Policies Tables/43 Tabla B43.xlsx,"{""role"":""public_policy_input""}"
edge:364f87bb2482228b,file:4f7c289bfa5e3248,policy_indicator:10.7.4,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:36c2879a8d0c3a76,policy_indicator:6.2.1,sdg_target:6.2,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:377d9a0fe3cc7e9b,file:790921ce62f6e811,asdi:ASDI.83,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:37cc46785bad7b32,policy_indicator:2.a.1,sdg_target:2.a,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:382d02beb2bc8533,file:4f7c289bfa5e3248,policy_indicator:4.2.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:3892eba72e7615b5,file:4f7c289bfa5e3248,policy_indicator:16.2.2,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:38a87a9831ed8a36,file:4f7c289bfa5e3248,policy_indicator:4.2.2,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:38d7fe154ce25351,file:4f7c289bfa5e3248,policy_indicator:8.b.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:3917364171267742,file:4f7c289bfa5e3248,policy_indicator:6.5.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:39392f66eb0eea22,asdi:ASDI.141,dataset_type:biodiversity,HAS_DATASET_TYPE,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:3946ef5102ab1f07,track:part-i,file:326476eacc6c6f53,CONTAINS_FILE,Public Policies Tables/45 Tabla B45.xlsx,"{""role"":""public_policy_input""}"
edge:39677973b34560cc,file:4f7c289bfa5e3248,policy_indicator:5.3.2,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:399d59201b6d27b3,policy_indicator:11.6.1,sdg_target:11.6,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:39c09ce52b809d68,file:4f7c289bfa5e3248,policy_indicator:3.2.2,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:3a2c7b89327175fc,sdg_target:6.b,sdg:6,BELONGS_TO_GOAL,Public Policies Tables/01 Tabla B1.csv,{}
edge:3a46fe39df042b83,file:790921ce62f6e811,asdi:ASDI.93,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:3a7d9c115325fcde,file:790921ce62f6e811,asdi:ASDI.128,DECLARES_ASDI_DATASET,ASDI Tables/02 ASDI Data Set Dictionary.csv,{}
edge:3abc4487a7f59609,policy_indicator:2.2.2,sdg_target:2.2,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:3b056c8aff772b31,file:4f7c289bfa5e3248,policy_indicator:10.7.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:3b2206be056ea9f2,track:part-i,file:988762a7e8e3c5a9,CONTAINS_FILE,Public Policies Tables/31 Tabla B31.xlsx,"{""role"":""public_policy_input""}"
edge:3b2f4671de533066,file:4f7c289bfa5e3248,policy_indicator:5.6.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
edge:3b70e2f2085633db,policy_indicator:17.4.1,sdg_target:17.4,MEASURES_TARGET,Public Policies Tables/01 Tabla B1.csv,{}
edge:3b8273b9b398839e,file:4f7c289bfa5e3248,policy_indicator:17.9.1,DECLARES_POLICY_INDICATOR,Public Policies Tables/01 Tabla B1.csv,{}
