gbifid,occurrenceid,kingdom,phylum,class,order,family,genus,species,infraspecificepithet,taxonrank,scientificname,verbatimscientificname,verbatimscientificnameauthorship,countrycode,locality,stateprovince,occurrencestatus,individualcount,decimallatitude,decimallongitude,elevation,elevationaccuracy,depth,depthaccuracy,eventdate,day,month,year,taxonkey,specieskey,basisofrecord,institutioncode,collectioncode,catalognumber,recordnumber,identifiedby,dateidentified,license,rightsholder,recordedby,typestatus,establishmentmeans,lastinterpreted,location,address.17
2305657906,KU985842,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,Sceloporus orcutti,,SPECIES,"Sceloporus orcutti Stejneger, 1893",Sceloporus orcutti,,MX,"Mexico:Baja California Norte, Catavina, 9.5 mi S of town on Hwy 1",,PRESENT,,29.64,-114.62,,,,,30116,14,6,1982,2451342,2451342,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"Adest, G., Murphy, R.W.",,,44285.26553,"29.64, -114.62",Baja California
2305705515,MH577808,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus flaccida,,SPECIES,Juniperus flaccida Schltdl.,Juniperus flaccida,,MX,"Mexico:Huasca de Ocampo, HGO",,PRESENT,,20.21,-98.55,2138,,,,41504,18,8,2013,2684549,2684549,MATERIAL_SAMPLE,,,,,S. Hernandez-Leon,,CC_BY_4_0,,S. Hernandez-Leon & E. Jimenez-Munoz,,,44285.26552,"20.21, -98.55",Hidalgo
2305963483,KR400621,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,,GENUS,"Rhizobium Frank, 1889",uncultured Rhizobium sp.,,MX,Mexico,,PRESENT,,18.518,-98.95,,,,,40909,1,1,2012,3220733,,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26587,"18.518, -98.95",Morelos
2306153805,KU761391,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Caulerpaceae,Caulerpa,Caulerpa chemnitzia,,SPECIES,Caulerpa chemnitzia (Esper) J.V.Lamour.,Caulerpa chemnitzia,,MX,"Mexico:Pacific, Playa Tenacatita, Michoacan",,PRESENT,,19.28,-104.87,,,,,39869,25,2,2009,2643120,2643120,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,C. Fernandez-Garcia,,,44285.26555,"19.28, -104.87",Jalisco
2306197320,KX100271,Animalia,Arthropoda,,Trombidiformes,Tenuipalpidae,Brevipalpus,Brevipalpus phoenicis,,SPECIES,"Brevipalpus yothersi Baker, 1949",Brevipalpus yothersi,,MX,"Mexico:Oxcutzcab, YN",,PRESENT,,20.18,-89.5,,,,,,,,,2131027,2131024,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26555,"20.18, -89.5",Yucatán
2306213862,MF129961,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Drasteria,Drasteria edwardsii,,SPECIES,"Drasteria edwardsii (Behr, 1870)",Drasteria edwardsii,,MX,"USA:California, San Diego County, Miller Valley, 2 Mi So Old Hwy 80",,PRESENT,,32.41,-116.23,,,,,38912,14,7,2006,9323382,9323382,PRESERVED_SPECIMEN,,,,,BOLD ID Engine,,CC_BY_4_0,,N. Bloomfield,,,44285.26591,"32.41, -116.23",Baja California
2306298247,GU659535,Animalia,Arthropoda,Insecta,Lepidoptera,Cosmopterigidae,Euclemensia,Hamadryas amphinome,,SPECIES,"Hamadryas amphinome Linnaeus, 1767",Hamadryas amphinome,,MX,"Mexico:Campeche, Calakmul, Reserva de la Biosfera de Calakmul, carretera a la Zona Arqueologica Calakmul",,PRESENT,,18.19,-89.75,,,,,36488,24,11,1999,5129489,5129489,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Alejandro Tuz,,,44285.26555,"18.19, -89.75",Campeche
2306322807,KC626235,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,Ophionereididae,Ophionereis,,,GENUS,"Ophionereis Lütken, 1859",Ophionereis sp. ACAP095,,MX,"Mexico:Quintana Roo, Cozumel Island, Aerolito de Paraiso' Cave",,PRESENT,,20.46,-86.98,,,,,40753,29,7,2011,2278270,,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"G. Bribiesca-Contreras, A. E. Garcia-Vendrenne, and Q. Hernandez-Diaz",,,44285.26555,"20.46, -86.98",Quintana Roo
2306329378,MG448818,Animalia,Arthropoda,,Trombidiformes,Eylaidae,Eylais,,,GENUS,"Eylais Latreille, 1796",Eylais sp. BIOUG27038-H03,,MX,"Mexico:Quintana Roo, Bacalar Lake, Cenote Cocalitos, light trap 1, Bacalar Lake, Cocalitos sinkhole, light trap 1",,PRESENT,,18.65,-88.41,,,,,42112,18,4,2015,5173894,,PRESERVED_SPECIMEN,,,,,Monica R. Young,,CC_BY_4_0,,"Martha Valdez-Moreno, Manuel Elias-Gutierrez",,,44285.26556,"18.65, -88.41",Quintana Roo
2306367457,KP895578,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum falcatum,,SPECIES,Colletotrichum falcatum Went,Colletotrichum falcatum,,MX,Mexico,,PRESENT,,18.92,-96.77,,,,,41535,18,9,2013,2568998,2568998,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Isabel Atlahua-Lezama,,,44285.26556,"18.92, -96.77",Veracruz
2306389336,HQ201032,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Heterospilus,,,GENUS,"Heterospilus Haliday, 1836",Heterospilus sp. BOLD:AAA4593,,MX,"Mexico:Jalisco, La Huerta, Costa Sur, Estacion de Biologia Chamela, Camino Buho-Chachalaca",,PRESENT,,19.5,-105.04,,,,,40229,20,2,2010,1272344,,PRESERVED_SPECIMEN,,,,,Alejandro Zaldivar-Riveron,,CC_BY_4_0,,Alejandro Zaldivar-Riveron,,,44285.26556,"19.5, -105.04",Jalisco
2306425768,HQ575742,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Cynoscion,Cynoscion nothus,,SPECIES,"Cynoscion nothus (Holbrook, 1848)",Cynoscion nothus,,MX,Mexico,,PRESENT,,18.63,-91.82,,,,,40289,21,4,2010,2400006,2400006,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"Roberto Herrera, Carolina Quintal",,,44285.26556,"18.63, -91.82",Campeche
2311096432,HQ573357,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,Cyprinodon variegatus,variegatus,SUBSPECIES,Cyprinodon variegatus variegatus,Cyprinodon variegatus variegatus,,MX,Mexico,,PRESENT,,26.22,-98.91,,,,,40275,7,4,2010,7059138,4284440,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"Alberto Contreras Arquieta, Maria Elena Garcia Ramirez",,,44285.26614,"26.22, -98.91",Tamaulipas
2311099268,HM888253,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Prepona,Prepona demophoon,,SPECIES,"Archaeoprepona demophoon (Hübner, 1806)",Archaeoprepona demophoon gulina,,MX,"Mexico:Veracruz, San Andres Tuxtla, Volcan San Martin",,PRESENT,,18.55,-95.2,,,,,31990,1,8,1987,9280812,1912003,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26611,"18.55, -95.2",Veracruz
2311148588,KX953324,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,,ORDER,Hypocreales,Hypocreales sp.,,MX,"Mexico:Predio 1 de mayo, Papantla de Olarte Ocampo, Veracruz",,PRESENT,,20.3,-97.27,196,,,,42005,1,1,2015,1290,,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,Ma. del Carmen A. Gonzalez Chavez and Rogelio Carrillo,,,44285.26573,"20.3, -97.27",Veracruz
2311206079,KM382072,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis californicus,,SPECIES,"Myotis californicus (Audubon & Bachman, 1842)",Myotis californicus,,MX,"Mexico:Baja California Sur, Buenavista",,PRESENT,,23.6333,-109.683,,,,,37516,17,9,2002,2432425,2432425,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Ticul Alvarez,,,44285.26616,"23.6333, -109.683",Baja California Sur
2286502425,MK821293,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pimephales,Pimephales promelas,,SPECIES,"Pimephales promelas Rafinesque, 1820",Pimephales promelas,,MX,Mexico,,PRESENT,,24.43,-104.5,,,,,39615,16,6,2008,2367742,2367742,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,R. Perez-Rodriguez O. Dominguez-Dominguez,,,44285.26543,"24.43, -104.5",Durango
2286503398,MK208644,Animalia,Annelida,Clitellata,Arhynchobdellida,Erpobdellidae,Erpobdella,Erpobdella ochoterenai,,SPECIES,Erpobdella ochoterenai,Erpobdella ochoterenai,,MX,Mexico,,PRESENT,,19.28,-99.1,,,,,,,,,8856744,8856744,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,Jossue Jimenez-Armenta,,,44285.2658,"19.28, -99.1",Ciudad de México
2286512839,MK208674,Animalia,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,Helobdella,Helobdella octatestisaca,,SPECIES,"Helobdella octatestisaca Lai & Chang, 2009",Helobdella octatestisaca,,MX,Mexico,,PRESENT,,19.32,-99.17,,,,,,,,,5854484,5854484,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,Jossue Jimenez-Armenta,,,44285.26543,"19.32, -99.17",Ciudad de México
2304248249,DQ518845,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Cratogeomys,Cratogeomys goldmani,,SPECIES,"Cratogeomys goldmani Merriam, 1895",Cratogeomys goldmani,,MX,"Mexico:Coahuila, 17 km S, 16 km W General Cepeda, 2064 m",,PRESENT,,25.22,-101.64,,,,,,,,,7261628,7261628,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26545,"25.22, -101.64",Coahuila
2304293212,KP252591,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,,,GENUS,"Simulium Latreille, 1802",Simulium metallicum s. l. BOLD:ABA1846,,MX,"Mexico:Oaxaca, La Chichina, Oaxaca.",,PRESENT,,17.483,-96.267,,,,,40603,1,3,2011,5734043,,PRESERVED_SPECIMEN,,,,,Luis M. Hernandez Triana,,CC_BY_4_0,,Oncho Programme,,,44285.26572,"17.483, -96.267",Oaxaca
2304405956,KX180618,Chromista,Myzozoa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,,,GENUS,"Plasmodium Marchiafava & Celli, 1885",Plasmodium vivax,,MX,"Mexico:Chiapas, Tapachula",,PRESENT,,14.91,-92.26,,,,,39510,3,3,2008,8364053,,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26547,"14.91, -92.26",Chiapas
2304499953,MF162127,Animalia,Chordata,Aves,Galliformes,Phasianidae,Meleagris,Meleagris gallopavo,,SPECIES,"Meleagris gallopavo Linnaeus, 1758",Meleagris gallopavo,,MX,Mexico,,PRESENT,,19.16,-102.7,,,,,38353,1,1,2005,9606290,9606290,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26583,"19.16, -102.7",Michoacán
2304556472,EU751778,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,Cyprinodon artifrons,,SPECIES,"Cyprinodon artifrons Hubbs, 1936",Cyprinodon artifrons,,MX,Mexico:Quintana Roo,,PRESENT,,18.27,-87.83,,,,,38687,1,12,2005,2347932,2347932,PRESERVED_SPECIMEN,,,,,Jacobo Schmitter-Soto,,CC_BY_4_0,,"Roberto Herrera, Carolina Quintal, Dalia Cazarez",,,44285.26548,"18.27, -87.83",Quintana Roo
2304657849,HQ201205,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Heterospilus,,,GENUS,"Heterospilus Haliday, 1836",Heterospilus sp. BOLD:AAP0854,,MX,"Mexico:Jalisco, La Huerta, Costa Sur, Estacion de Biologia Chamela, Camino Zarco-Chachalaca",,PRESENT,,19.5,-105.04,,,,,40265,28,3,2010,1272344,,PRESERVED_SPECIMEN,,,,,Alejandro Zaldivar-Riveron,,CC_BY_4_0,,"Alejandro Zaldivar-Riveron, Valeria Berenice Salinas Ramos",,,44285.26581,"19.5, -105.04",Jalisco
2304670187,MH282790,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces marxianus,,SPECIES,Kluyveromyces marxianus (E.C.Hansen) Van der Walt,Kluyveromyces marxianus,,MX,Mexico:Mezquital_Durango,,PRESENT,,23.47,-104.41,,,,,39539,1,4,2008,2599079,2599079,MATERIAL_SAMPLE,,,,,Adame-Soto-P.J._Gonzalez-Herrera-S.M._Moreno-Jimenez-M.R._Arechiga-Carvajal-E.T._Rutiaga-Quinones-O.M.,,CC_BY_4_0,,Paez-Lerma-J.B.,,,44285.26548,"23.47, -104.41",Durango
2304866388,JF447077,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,,SPECIES,"Artibeus lituratus (Olfers, 1818)",Artibeus lituratus,,MX,"Mexico:Campeche, 18 Km S Of X-Kanha",,PRESENT,,18.92,-89.33,,,,,32684,25,6,1989,2433270,2433270,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"Engstrom, MD, Dowler, RC",,,44285.26585,"18.92, -89.33",Campeche
2305118882,MF442056,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Sturnira,Sturnira parvidens,,SPECIES,"Sturnira parvidens Goldman, 1917",Sturnira parvidens,,MX,Mexico,,PRESENT,,18.91,-99.22,,,,,,,,,7769716,7769716,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26586,"18.91, -99.22",Morelos
2305206596,MF441973,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Sturnira,Sturnira parvidens,,SPECIES,"Sturnira parvidens Goldman, 1917",Sturnira parvidens,,MX,Mexico,,PRESENT,,16.9,-90.97,,,,,,,,,7769716,7769716,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26586,"16.9, -90.97",Chiapas
2305251514,KP708568,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Dalechampia,Dalechampia scandens,,SPECIES,Dalechampia scandens L.,Dalechampia scandens,,MX,Mexico,,PRESENT,,19.68,-96.5,133,,,,,,,,3055569,3055569,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26587,"19.68, -96.5",Veracruz
2305284248,KF914308,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,SPECIES,Escherichia coli D,Escherichia coli,,MX,Mexico,,PRESENT,,18.92,-99.24,1525,,,,40269,1,4,2010,10687524,10687524,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26551,"18.92, -99.24",Morelos
2305291295,KT966726,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,,,GENUS,"Paenibacillus Ash et al., 1994",uncultured Paenibacillus sp.,,MX,Mexico:Yucatan,,PRESENT,,21.03,-89.64,,,,,42125,1,5,2015,3227538,,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,M. Marfil,,,44285.26583,"21.03, -89.64",Yucatán
2305470755,KX271887,Animalia,Arthropoda,Insecta,Coleoptera,Melolonthidae,Trichesthes,Trichesthes brevidens,,SPECIES,"Phyllophaga brevidens (Bates, 1888)",Phyllophaga brevidens,,MX,Mexico:Mor,,PRESENT,,18.71,-99.18,,,,,,,,,9365183,1062556,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26588,"18.71, -99.18",Morelos
2305537869,KP110572,Animalia,Platyhelminthes,Trematoda,Diplostomida,Clinostomidae,Clinostomum,,,GENUS,"Clinostomum Leidy, 1856",Clinostomum sp. 2 SAL-2015,,MX,"Mexico:Oaxaca, Pochutla area, Rio Tonameca, Between Los Reyes and Chacalapa",,PRESENT,,15.82,-96.48,,,,,40240,3,3,2010,2503563,,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Sean Locke,,,44285.26589,"15.82, -96.48",Oaxaca
2305556831,GU659859,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Acontia,Acontia dacia,,SPECIES,"Tarache dacia (Druce, 1889)",Tarache dacia,,MX,Mexico,,PRESENT,,18.3,-88.64,,,,,39606,7,6,2008,9288823,5109274,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Estela Dominguez,,,44285.26552,"18.3, -88.64",Quintana Roo
2305930844,MG449162,Animalia,Arthropoda,Hexanauplia,Calanoida,Diaptomidae,Arctodiaptomus,Arctodiaptomus dorsalis,,SPECIES,"Arctodiaptomus dorsalis (Marsh, 1907)",Arctodiaptomus cf. dorsalis CH-659-F03,,MX,"Mexico:Quintana Roo, Bacalar Lake, Cocalitos Sinkhole",,PRESENT,,18.65,-88.41,,,,,42599,17,8,2016,2114510,2114510,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"Manuel Elias-Gutierrez, Alexei Elias-Valdez & Jose Angel Cohuo Colli",,,44285.26591,"18.65, -88.41",Quintana Roo
2305998877,KF943948,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,Vireo hypochryseus,,SPECIES,"Vireo hypochryseus P.L.Sclater, 1863",Vireo hypochryseus,,MX,"Mexico:Pluma Hidalgo, Oaxaca",,PRESENT,,15.93,-96.42,,,,,,,,,2487410,2487410,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26554,"15.93, -96.42",Oaxaca
2306007686,GU349349,Animalia,Arthropoda,Insecta,Hemiptera,Diaspididae,Chionaspis,Chionaspis pinifoliae,,SPECIES,"Chionaspis pinifoliae (Fitch, 1856)",Chionaspis pinifoliae,,MX,"Mexico:Puebla, 14km W of Guadalupe Victoria",,PRESENT,,19.33,-97.47,,,,,39329,4,9,2007,2086762,2086762,PRESERVED_SPECIMEN,,,,,Rodger Gwiazdowski,,CC_BY_4_0,,"R. Gwiazdowski, Emelio",,,44285.26579,"19.33, -97.47",Puebla
2306048032,JQ600441,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus mexicanus,,SPECIES,"Peromyscus mexicanus (Saussure, 1860)",Peromyscus mexicanus,,MX,"Mexico:Estacion Biologica La Mancha, 30 Km N of Ciudad Cardel, 3 Km E Ciudad Cardel",,PRESENT,,19.68,-96.42,,,,,32550,11,2,1989,2438034,2438034,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"Engstrom, MD, Et Al",,,44285.26587,"19.68, -96.42",Veracruz
2306150777,JX066833,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila pachea,,SPECIES,"Drosophila pachea Patterson & Wheeler, 1942",Drosophila pachea,,MX,,,PRESENT,,31.11,-114.89,,,,,40677,14,5,2011,5073579,5073579,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26591,"31.11, -114.89",Baja California
2306172700,MG837967,Animalia,Chordata,Actinopterygii,Siluriformes,Pangasiidae,Pangasianodon,Pangasianodon hypophthalmus,,SPECIES,"Pangasianodon hypophthalmus (Sauvage, 1878)",Pangasianodon hypophthalmus,,MX,"Mexico:Quintana Roo, Cozumel, Cozumel, fish market",,PRESENT,,20.5,-86.96,,,,,40550,7,1,2011,2340714,2340714,PRESERVED_SPECIMEN,,,,,Stephanie Sarmiento-Camacho,,CC_BY_4_0,,Margarita Salgado-Fernandez,,,44285.26591,"20.5, -86.96",Quintana Roo
2306199729,KF943903,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,Vireo hypochryseus,,SPECIES,"Vireo hypochryseus P.L.Sclater, 1863",Vireo hypochryseus,,MX,"Mexico:Rancho Mojocoan, 4km oeste de Copala, Sinaloa",,PRESENT,,23.4,-105.9,,,,,,,,,2487410,2487410,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.2658,"23.4, -105.9",Sinaloa
2306380141,KF753108,Animalia,Chordata,Aves,Coraciiformes,Momotidae,Momotus,Momotus mexicanus,,SPECIES,"Momotus mexicanus Swainson, 1827",Momotus mexicanus,,MX,"Mexico:Jojutla, 16km SE Cercapueblo Huautla, Morelos",,PRESENT,,18.44,-99,,,,,,,,,2475314,2475314,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26592,"18.44, -99.0",Morelos
2306525131,KP972340,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Florestina,Florestina pedata,,SPECIES,Florestina pedata (Cav.) Cass.,Florestina pedata,,MX,Mexico,,PRESENT,,19.16,-102.84,,,,,,,,,3139614,3139614,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26555,"19.16, -102.84",Michoacán
2306531567,HM888277,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Prepona,Prepona deiphile,,SPECIES,"Prepona deiphile Godart, 1824",Prepona deiphile diaziana,,MX,"Mexico:Chiapas, La Independencia, San Antonio Buena Vista (Sta. Rosa)",,PRESENT,,16.15,-91.65,,,,,33390,1,6,1991,1912077,1912077,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26593,"16.15, -91.65",Chiapas
2306628867,JQ935829,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Nosferatu,Nosferatu pantostictus,,SPECIES,"Herichthys pantostictus (Taylor & Miller, 1983)",Herichthys pantostictus,,MX,"Mexico:Tamaulipas, Llera de Canales, Arroyo en el Encino",,PRESENT,,23.14,-99.11,,,,,39998,4,7,2009,2373134,7589752,PRESERVED_SPECIMEN,,,,,Eduardo Soto Galera,,CC_BY_4_0,,"Soto-Galera, E., Paulo-Maya, J., Romero-Castillo, J.",,,44285.26582,"23.14, -99.11",Tamaulipas
2306782163,JQ600562,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus mexicanus,,SPECIES,"Peromyscus mexicanus (Saussure, 1860)",Peromyscus mexicanus,,MX,Mexico:3.5 Km N of Soyalo,,PRESENT,,16.9,-92.95,,,,,33026,2,6,1990,2438034,2438034,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"Engstrom, MD, Reid, FA",,,44285.26582,"16.9, -92.95",Chiapas
2306840393,JQ292966,Animalia,Arthropoda,Insecta,Coleoptera,Elmidae,Macrelmis,Macrelmis leonilae,,SPECIES,"Macrelmis leonilae Spangler & Santiago-Fragoso, 1986",Macrelmis leonilae,,MX,Mexico,,PRESENT,,18.56,-95.06,,,,,39841,28,1,2009,6968507,6968507,PRESERVED_SPECIMEN,,,,,Curiel-Alvarez,,CC_BY_4_0,,Curiel-Alvarez & Colon Quezada,,,44285.26596,"18.56, -95.06",Veracruz
2306875854,KP723959,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,,,GENUS,"Amanita Dill. ex Boehm., 1760",Amanita sp. 'cochiseana',,MX,"Mexico:Chihuahua, Llano Grande",,PRESENT,,28.06,-107.77,,,,,,,,,6005964,,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26596,"28.06, -107.77",Chihuahua
2307015532,MG449406,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,,,,FAMILY,Palaemonidae,Palaemonidae sp. BIOUG30215-B09,,MX,"Mexico:Quintana Roo, Bacalar Lake, Cocalitos Sinkhole",,PRESENT,,18.65,-88.41,,,,,42491,1,5,2016,8654,,PRESERVED_SPECIMEN,,,,,Manuel Elias-Gutierrez,,CC_BY_4_0,,Jose Angel Cohuo Colli,,,44285.26597,"18.65, -88.41",Quintana Roo
2307024929,GU806976,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Herichthys,Herichthys cyanoguttatus,,SPECIES,"Herichthys cyanoguttatus Baird & Girard, 1854",Herichthys cyanoguttatus,,MX,Mexico,,PRESENT,,27.23,-101.19,,,,,39631,2,7,2008,2373136,2373136,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Alberto Contreras-Arquieta,,,44285.26557,"27.23, -101.19",Coahuila
2307053774,HM379832,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,Abudefduf saxatilis,,SPECIES,"Abudefduf saxatilis (Linnaeus, 1758)",Abudefduf saxatilis,,MX,Mexico,,PRESENT,,19.83,-87.45,,,,,40142,25,11,2009,2398623,2398623,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"Carolina Quintal Lizama, Jose Olivares",,,44285.26557,"19.83, -87.45",Quintana Roo
2307163574,HM434485,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Heterospilus,,,GENUS,"Heterospilus Haliday, 1836",Heterospilus sp. BOLD:AAI1742,,MX,"Mexico:Jalisco, La Huerta, Costa Sur, Chamela, Fundacion Cuixmala, Poza del Jaguar",,PRESENT,,19.43,-104.98,,,,,40061,5,9,2009,1272344,,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"H. Clebsch, A. Zaldivar",,,44285.26583,"19.43, -104.98",Jalisco
2307212362,HQ200657,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Ecphylus,,,GENUS,"Ecphylus Förster, 1862",Ecphylus sp. MAS-2010,,MX,"Mexico:Jalisco, La Huerta, Costa Sur, Estacion de Biologia Chamela, Camino Chachalaca",,PRESENT,,19.5,-105.04,,,,,39988,24,6,2009,1264599,,PRESERVED_SPECIMEN,,,,,Alejandro Zaldivar-Riveron,,CC_BY_4_0,,"Hans Clebsch, Alejandro Zaldivar-Riveron, Andrew Polaszek",,,44285.26583,"19.5, -105.04",Jalisco
2307523051,KF150117,Animalia,Arthropoda,,Araneae,Pholcidae,Ixchela,Ixchela abernathyi,,SPECIES,"Ixchela abernathyi (Gertsch, 1971)",Ixchela abernathyi,,MX,"Mexico:San Luis Potosi, Cave of the town named Km 58",,PRESENT,,22.02,-100.602,2298,,,,40311,13,5,2010,2150477,2150477,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"A. Valdez, J. A. Cruz, C. Santibanez, O. Francke",,,44285.26558,"22.02, -100.602",San Luis Potosí
2307524762,KX603715,Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Carcinops,Carcinops curtus,,SPECIES,Carcinops curtus,Carcinops curtus,,MX,Mexico,,PRESENT,,23.47,-109.57,,,,,41251,8,12,2012,10526195,10526195,PRESERVED_SPECIMEN,,,,,E. M. Reese,,CC_BY_4_0,,E. M. Reese,,,44285.26584,"23.47, -109.57",Baja California Sur
2307577061,JN854187,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus leiophylla,,SPECIES,Pinus leiophylla Schiede ex Schltdl. & Cham.,Pinus leiophylla,,MX,"Mexico:Oaxaca, N of Oaxaca City, east of Ixtlan",,PRESENT,,17.2,-96.6,,,,,,,,,5285511,5285511,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26558,"17.2, -96.6",Oaxaca
2307647036,KX180412,Chromista,Myzozoa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,,,GENUS,"Plasmodium Marchiafava & Celli, 1885",Plasmodium vivax,,MX,"Mexico:Chiapas, Tapachula",,PRESENT,,15.08,-92.31,,,,,40215,6,2,2010,8364053,,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26599,"15.08, -92.31",Chiapas
