gbifid,occurrenceid,kingdom,phylum,class,order,family,genus,species,infraspecificepithet,taxonrank,scientificname,verbatimscientificname,verbatimscientificnameauthorship,countrycode,locality,stateprovince,occurrencestatus,individualcount,decimallatitude,decimallongitude,elevation,elevationaccuracy,depth,depthaccuracy,eventdate,day,month,year,taxonkey,specieskey,basisofrecord,institutioncode,collectioncode,catalognumber,recordnumber,identifiedby,dateidentified,license,rightsholder,recordedby,typestatus,establishmentmeans,lastinterpreted,location,address.17
2309602841,MG449477,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Lophogobius,Lophogobius cyprinoides,,SPECIES,"Lophogobius cyprinoides (Pallas, 1770)",Lophogobius cyprinoides,,MX,"Mexico:Quintana Roo, Bacalar, Balneario Cocalitos TL Profundo Cenote",,PRESENT,,18.65,-88.41,,,,,42204,19,7,2015,2376033,2376033,PRESERVED_SPECIMEN,,,,,Jose Angel Cohuo Colli,,CC_BY_4_0,,"Martha Valdez-Moreno, Jose Angel Cohuo Colli, Miguel Valadez Chi, Manuel Elias Gutierrez",,,44285.26565,"18.65, -88.41",Quintana Roo
2309612273,FJ478357,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Diabrotica,Diabrotica virgifera,zeae,SUBSPECIES,"Diabrotica virgifera zeae Krysan & R.Smith, 1980",Diabrotica virgifera zeae,,MX,"Mexico:Jalisco, Zapotlanejo",,PRESENT,,20.25,-102.02,,,,,37152,18,9,2001,6275222,1048497,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26563,"20.25, -102.02",Michoacán
2309632983,GU657870,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Coenipeta,Coenipeta medina,,SPECIES,"Coenipeta medina Guenée, 1852",Coenipeta medina,,MX,Mexico,,PRESENT,,20.09,-89.55,,,,,39779,27,11,2008,9529154,9529154,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Estela Dominguez,,,44285.26563,"20.09, -89.55",Yucatán
2309708231,KY750846,Animalia,Nematoda,Adenophorea,Dorylaimida,Dorylaimidae,Prodorylaimus,,,GENUS,"Prodorylaimus Andrássy, 1959",Prodorylaimus sp. 1 HMM2018,,MX,"Mexico:Puebla, Tehuacan",,PRESENT,,18.33,-97.46,,,,,42289,12,10,2015,2282603,,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,H. Mejia-Madrid,,,44285.26608,"18.33, -97.46",Puebla
2309730579,JQ001075,Animalia,Arthropoda,,Sarcoptiformes,Gabuciniidae,Capitolichus,,,GENUS,"Capitolichus Gaud & Atyeo, 1975",Capitolichus sp. A PBK-2011,,MX,Mexico,,PRESENT,,18.58,-95.07,,,,,39579,11,5,2008,4652320,,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,P. Klimov,,,44285.26595,"18.58, -95.07",Veracruz
2309972265,GU659719,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Consul,Consul electra,,SPECIES,Consul electra,Consul electra,,MX,"Mexico:Campeche, Calakmul, Reserva de la Biosfera de Calakmul: brecha a Flores Magon, `El Papagayo`",,PRESENT,,18.75,-89.3,,,,,37707,27,3,2003,9988287,9988287,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Emigdio May,,,44285.26567,"18.75, -89.3",Campeche
2310011515,HM379767,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Carangoides,Carangoides bartholomaei,,SPECIES,"Carangoides bartholomaei (Cuvier, 1833)",Carangoides bartholomaei,,MX,Mexico,,PRESENT,,21.26,-86.75,,,,,39955,22,5,2009,5210553,5210553,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"Roberto Herrera, Carolina Quintal Lizama",,,44285.26564,"21.26, -86.75",Quintana Roo
2310080014,KM364910,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis californica,,SPECIES,"Myliobatis californica Gill, 1865",Myliobatis californica,,MX,Mexico,,PRESENT,,25.17,-111.55,,,,,,,,,2419300,2419300,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,M. Poortvliet,,,44285.2661,"25.17, -111.55",Baja California Sur
2310096972,KU146834,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Enantia,Enantia mazai,mazai,SUBSPECIES,Enantia mazai mazai,Enantia mazai mazai,,MX,"Mexico:Oaxaca, Distrito Mixe. carretera Ayutla-Totontepec, 11 km desviacion (terraceria) hacia Villa Alta",,PRESENT,,17.27,-96.11,,,,,40996,28,3,2012,9793710,5137564,PRESERVED_SPECIMEN,,,,,Jorge Enrique Llorente Bousquets,,CC_BY_4_0,,Moises Armando Luis Martinez,,,44285.26568,"17.27, -96.11",Oaxaca
2310114520,GU658826,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Temenis,Temenis laothoe,,SPECIES,"Temenis laothoe Cramer, 1779",Temenis laothoe,,MX,"Mexico:Yucatan, Panaba, San Juan del Rio",,PRESENT,,21.45,-88.16,,,,,38974,14,9,2006,1903607,1903607,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Emigdio May,,,44285.26568,"21.45, -88.16",Yucatán
2310170375,JF435387,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,,SPECIES,"Glossophaga soricina (Pallas, 1766)",Glossophaga soricina,,MX,"Mexico:Quintana Roo, 1 Km S, 10 Km W of Puerto Morelos",,PRESENT,,20.85,-89,,,,,33016,23,5,1990,2433194,2433194,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"Engstrom, MD, Reid, FA, Lim, BK, Dowler, RC",,,44285.26568,"20.85, -89.0",Yucatán
2310186882,GU660366,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Kricogonia,Kricogonia lyside,,SPECIES,"Kricogonia lyside (Godart, 1819)",Kricogonia lyside,,MX,Mexico,,PRESENT,,18.59,-89.26,,,,,37441,4,7,2002,1920581,1920581,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Emigdio May,,,44285.2661,"18.59, -89.26",Campeche
2310190797,KP165612,Chromista,Myzozoa,Dinophyceae,Suessiales,Symbiodiniaceae,Symbiodinium,,,GENUS,"Symbiodinium Freudenthal, 1962",Symbiodinium necroappetens,,MX,Mexico,,PRESENT,,20.87,-86.87,,,,,,,,,8406452,,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,Mark Warner,,,44285.26597,"20.87, -86.87",Quintana Roo
2310294080,MF922783,Animalia,Arthropoda,Insecta,Lepidoptera,Arctiidae,Horama,Horama plumipes,,SPECIES,"Horama plumipes Drury, 1773",Horama plumipes,,MX,"Mexico:Campeche, Calakmul, Conhuas",,PRESENT,,18.5,-89.9,,,,,39062,11,12,2006,1806690,1806690,PRESERVED_SPECIMEN,,,,,Blanca Prado,,CC_BY_4_0,,Miguel Xijun,,,44285.26611,"18.5, -89.9",Campeche
2310393918,JN281927,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Apanteles,,,GENUS,"Apanteles Förster, 1863",Apanteles sp. Micro0416,,MX,"Mexico:Jalisco, La Huerta, Costa Sur, Bioestacion Chamela, Camino Buho, Chachalaca",,PRESENT,,19.5,-105.04,,,,,40234,25,2,2010,8411933,,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Alejandro Zaldivar,,,44285.26611,"19.5, -105.04",Jalisco
2310469662,MG449730,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,,,,FAMILY,Palaemonidae,Palaemonidae sp. BIOUG27652-G12,,MX,"Mexico:Quintana Roo, Bacalar Lake, Cocalitos Sinkhole, light trap",,PRESENT,,18.65,-88.41,,,,,42340,2,12,2015,8654,,PRESERVED_SPECIMEN,,,,,Manuel Elias-Gutierrez,,CC_BY_4_0,,Manuel Elias Gutierrez & Jose Angel Cohuo Colli,,,44285.26611,"18.65, -88.41",Quintana Roo
2310499641,MH457606,Animalia,Arthropoda,,Trombidiformes,Syringophilidae,Betasyringophiloidus,Betasyringophiloidus seiuri,,SPECIES,"Betasyringophiloidus seiuri Clark, 1964",Betasyringophiloidus seiuri,,MX,Mexico,,PRESENT,,18.59,-95.08,,,,,,,,,9627790,9627790,MATERIAL_SAMPLE,,,,,Glowska E.,,CC_BY_4_0,,Glowska E.,,,44285.26571,"18.59, -95.08",Veracruz
2310572315,JQ600550,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus zarhynchus,,SPECIES,"Peromyscus zarhynchus Merriam, 1898",Peromyscus zarhynchus,,MX,Mexico:6 Km E of Rayon,,PRESENT,,17.23,-93.02,,,,,33025,1,6,1990,2437977,2437977,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"Engstrom, MD, Reid, FA",,,44285.26571,"17.23, -93.02",Chiapas
2310576951,JX239879,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus cembroides,,SPECIES,Pinus cembroides Zucc.,Pinus cembroides,,MX,Mexico,,PRESENT,,25.1,-100.43,,,,,,,,,5285172,5285172,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26565,"25.1, -100.43",Nuevo León
2310585203,GU224409,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Tigrigobius,Tigrigobius pallens,,SPECIES,"Tigrigobius pallens (Ginsburg, 1939)",Tigrigobius pallens,,MX,"Mexico:Quintana Roo, Xcalak",,PRESENT,,18.29,-87.83,,,,,39275,12,7,2007,4285925,4285925,PRESERVED_SPECIMEN,,,,,Lourdes Vasquez-Yeomans,,CC_BY_4_0,,Lourdes Vasquez-Yeomans & Jose Angel Cohuo,,,44285.26612,"18.29, -87.83",Quintana Roo
2310768561,GU349340,Animalia,Arthropoda,Insecta,Hemiptera,Diaspididae,Chionaspis,Chionaspis pinifoliae,,SPECIES,"Chionaspis pinifoliae (Fitch, 1856)",Chionaspis pinifoliae,,MX,"Mexico:Mexico, Distrito Federal",,PRESENT,,19.32,-99.19,,,,,39325,31,8,2007,2086762,2086762,PRESERVED_SPECIMEN,,,,,Rodger Gwiazdowski,,CC_BY_4_0,,"R. Gwiazdowski, D. Gernandt",,,44285.26572,"19.32, -99.19",Ciudad de México
2310781962,KT317500,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostrea,Ostrea stentina,,SPECIES,"Ostrea stentina Payraudeau, 1826",Ostrea stentina,,MX,"Mexico:Baja California Sur, Los Cabos",,PRESENT,,23.06,-109.67,,,,,40193,15,1,2010,5855429,5855429,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,M. Raith,,,44285.266,"23.06, -109.67",MéxicoBaja California Sur
2310902633,MG450008,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,,,,FAMILY,Cyclopidae,Cyclopidae sp. BIOUG27652-E02,,MX,"Mexico:Tlaxcala, Chipila",,PRESENT,,19.48,-98.19,,,,,41961,18,11,2014,4988,,PRESERVED_SPECIMEN,,,,,Manuel Elias-Gutierrez,,CC_BY_4_0,,"Manuel Elias Gutierrez, Ana Martinez Caballero & Rahuel Chan Chable",,,44285.26613,"19.48, -98.19",Tlaxcala
2310911129,KP778765,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys,Oryzomys rostratus,,SPECIES,"Handleyomys rostratus (Merriam, 1901)",Handleyomys rostratus,,MX,"Mexico:Campeche, 44 Km S of Constitucion, 44 Km S of Escarcega, 70 Km E of Escarcega",,PRESENT,,18.28,-90.24,,,,,,,,,5786940,2438109,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26572,"18.28, -90.24",Campeche
2310954447,HQ201139,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Heterospilus,,,GENUS,"Heterospilus Haliday, 1836",Heterospilus sp. BOLD:AAI1743,,MX,"Mexico:Jalisco, La Huerta, Costa Sur, Chamela Bistation, Calandria (Arroyo Calandria)",,PRESENT,,19.5,-105.04,,,,,40232,23,2,2010,1272344,,PRESERVED_SPECIMEN,,,,,Alejandro Zaldivar-Riveron,,CC_BY_4_0,,Alejandro Zaldivar-Riveron,,,44285.26572,"19.5, -105.04",Jalisco
2310973446,KR400135,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Phyllobacteriaceae,Mesorhizobium,,,GENUS,Mesorhizobium,Mesorhizobium sp. RRSA8,,MX,Mexico,,PRESENT,,18.5177,-98.9507,,,,,40909,1,1,2012,11013231,,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26568,"18.5177, -98.9507",Morelos
2311032575,FJ478341,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Diabrotica,Diabrotica virgifera,zeae,SUBSPECIES,"Diabrotica virgifera zeae Krysan & R.Smith, 1980",Diabrotica virgifera zeae,,MX,"Mexico:Mexico, Chapingo",,PRESENT,,19.3,-98.53,,,,,37065,23,6,2001,6275222,1048497,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26601,"19.3, -98.53",Puebla
2311087520,KP779497,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys,Oryzomys chapmani,,SPECIES,"Handleyomys chapmani (Thomas, 1898)",Handleyomys chapmani,,MX,"Mexico:Oaxaca, Teotitlan, 1.5 Km S Puerto De La Soledad",,PRESENT,,18.15,-96.99,,,,,,,,,5786938,2438077,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26601,"18.15, -96.99",Oaxaca
2311095170,KP779192,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys,Oryzomys rostratus,,SPECIES,"Handleyomys rostratus (Merriam, 1901)",Handleyomys rostratus,,MX,"Mexico:Campeche, 9.5 Km S of Constitucion, 9.5 Km S of Escarcega, 70 Km E of Escarcega",,PRESENT,,18.57,-90.12,,,,,,,,,5786940,2438109,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26572,"18.57, -90.12",Campeche
2311099879,MF162067,Animalia,Chordata,Aves,Galliformes,Phasianidae,Meleagris,Meleagris gallopavo,,SPECIES,"Meleagris gallopavo Linnaeus, 1758",Meleagris gallopavo,,MX,Mexico,,PRESENT,,19.78,-100.96,,,,,37987,1,1,2004,9606290,9606290,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26614,"19.78, -100.96",Michoacán
2311102676,MF467778,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,,,,FAMILY,Bartonellaceae,Bartonella sp.,,MX,Mexico,,PRESENT,,20.26,-99.19,1984,,,,42131,7,5,2015,7812,,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26614,"20.26, -99.19",Hidalgo
2311125941,KP779065,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Handleyomys,,,GENUS,"Handleyomys Voss, Gómez-Laverde & Pacheco, 2002",Handleyomys guerrerensis,,MX,"Mexico:Guerrero, Leonardo Bravo, 3.4 Km (by road) Carrizal",,PRESENT,,17.61,-99.82,,,,,,,,,4265179,,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26614,"17.61, -99.82",Guerrero
2311228820,MF993429,Animalia,Arthropoda,Insecta,Thysanoptera,Thripidae,Frankliniella,Frankliniella occidentalis,,SPECIES,"Frankliniella occidentalis (Pergande, 1895)",Frankliniella occidentalis,,MX,"Mexico:Michoacan, Tacambaro",,PRESENT,,19.23,-101.45,1650,,,,42685,11,11,2016,8351995,8351995,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,Jesica Paola Cubillos-Salamanca,,,44285.26573,"19.23, -101.45",Michoacán
2286496500,MH285732,Animalia,Arthropoda,,Trombidiformes,Tetranychidae,Tetranychus,Tetranychus urticae,,SPECIES,"Tetranychus urticae Koch, 1836",Tetranychus urticae,,MX,"Mexico:Los Reyes, MN",,PRESENT,,19.57,-102.43,,,,,,,,,2130185,2130185,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26542,"19.57, -102.43",Michoacán
2286511737,MK821261,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pimephales,Pimephales promelas,,SPECIES,"Pimephales promelas Rafinesque, 1820",Pimephales promelas,,MX,Mexico,,PRESENT,,26.44,-105.8,,,,,39615,16,6,2008,2367742,2367742,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,R. Perez-Rodriguez O. Dominguez-Dominguez,,,44285.26543,"26.44, -105.8",Durango
2303424226,AB618728,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,Neotoma mexicana,,SPECIES,"Neotoma picta Goldman, 1904",Neotoma picta,,MX,Mexico:Guerrero,,PRESENT,,17.36,-99.49,,,,,38849,12,5,2006,7787583,2438447,MATERIAL_SAMPLE,,,,,Cornelio Sanchez-Hernandez,,CC_BY_4_0,,Alberto Almazan-Catalan,,,44285.26543,"17.36, -99.49",Guerrero
2303444648,AF547197,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Gliricidia,Gliricidia sepium,,SPECIES,Gliricidia sepium (Jacq.) Steud.,Gliricidia sepium,,MX,"Mexico:Jalisco, 10 km S of Chamela",,PRESENT,,19.46,-105.02,,,,,,,,,8322698,8322698,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26543,"19.46, -105.02",Jalisco
2304165869,KP777842,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys,Oryzomys chapmani,,SPECIES,"Handleyomys chapmani (Thomas, 1898)",Handleyomys chapmani,,MX,"Mexico:Veracruz, Xalapa, Banderillas, 6 Km NW of Xalapa",,PRESENT,,19.59,-96.95,,,,,,,,,5786938,2438077,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26581,"19.59, -96.95",Veracruz
2304308752,HM208672,Animalia,Chordata,Mammalia,Chiroptera,Mormoopidae,Pteronotus,Pteronotus parnellii,,SPECIES,"Pteronotus parnellii (Gray, 1843)",Pteronotus parnellii,,MX,"Mexico:Campeche, Calakmul, Vicinity of Zoh-Laguna, forest pond #2",,PRESENT,,18.6,-89.42,,,,,39533,26,3,2008,5218620,5218620,PRESERVED_SPECIMEN,,,,,Enrique Escobedo Cabrera,,CC_BY_4_0,,E. Escobedo Cabrera,,,44285.26582,"18.6, -89.42",Campeche
2304363878,JX067226,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila pachea,,SPECIES,"Drosophila pachea Patterson & Wheeler, 1942",Drosophila pachea,,MX,,,PRESENT,,31.11,-114.89,,,,,40677,14,5,2011,5073579,5073579,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26582,"31.11, -114.89",Baja California
2304399455,KX455842,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,,,GENUS,"Xanthomonas Dowson, 1939",Xanthomonas sp.,,MX,Mexico:Sinaloa,,PRESENT,,26.38,-108.4,,,,,,,,,3220012,,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26582,"26.38, -108.4",Sinaloa
2304408706,JX216741,Animalia,Rotifera,Eurotatoria,Ploima,Lecanidae,Lecane,Lecane quadridentata,,SPECIES,"Lecane quadridentata (Ehrenberg, 1830)",Lecane quadridentata,,MX,"Mexico:Campeche, Carretera rumbo al Tigre II",,PRESENT,,18.04,-90.87,,,,,40580,6,2,2011,1002325,1002325,PRESERVED_SPECIMEN,,,,,Alma E. Garcia,,CC_BY_4_0,,Manuel Elias-Gutierrez & Martha Valdez-Moreno,,,44285.26582,"18.04, -90.87",Campeche
2304550618,JF491834,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys,Oryzomys couesi,,SPECIES,"Oryzomys couesi (Alston, 1877)",Oryzomys couesi,,MX,"Mexico:Quintana Roo, 6 Km S Of Majahual",,PRESENT,,18.68,-87.73,,,,,33019,26,5,1990,2438070,2438070,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"Engstrom, MD, Reid, FA, Lim, BK, Dowler, RC",,,44285.26547,"18.68, -87.73",Quintana Roo
2304552571,KR400245,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,,GENUS,"Rhizobium Frank, 1889",uncultured Rhizobium sp.,,MX,Mexico,,PRESENT,,18.518,-98.95,,,,,40909,1,1,2012,3220733,,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26547,"18.518, -98.95",Morelos
2304586196,KC146339,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,,,GENUS,"Caprella Lamarck, 1801",Caprella sp. 4 MPC-2013,,MX,Mexico,,PRESENT,,23.25,-106.47,,,,,,,,,2220023,,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26583,"23.25, -106.47",Sinaloa
2304589283,MF441908,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Sturnira,Sturnira parvidens,,SPECIES,"Sturnira parvidens Goldman, 1917",Sturnira parvidens,,MX,Mexico,,PRESENT,,20.9,-100.05,,,,,,,,,7769716,7769716,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26548,"20.9, -100.05",Querétaro
2304621123,KY635941,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,,,,FAMILY,Bartonellaceae,Bartonella sp.,,MX,Mexico,,PRESENT,,20.26,-99.19,1984,,,,,,,,7812,,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26548,"20.26, -99.19",Hidalgo
2304719521,FJ456162,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Melampodium,Melampodium cinereum,hirtellum,VARIETY,Melampodium cinereum var. hirtellum Stuessy,Melampodium cinereum var. hirtellum,,MX,Mexico,,PRESENT,,26.36,-100.12,,,,,,,,,4231943,3138974,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26548,"26.36, -100.12",Nuevo León
2304852109,KU704894,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,,MX,"Mexico:Baja California, Bahia San Quintin",,PRESENT,,30.42,-115.95,,,,,,,,,2863967,2863967,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26549,"30.42, -115.95",Baja California
2305045483,KX953694,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,,,FAMILY,Nectriaceae,uncultured Fusarium,,MX,"Mexico:Predio Pantapec, Puebla",,PRESENT,,20.5,-97.89,205,,,,41760,1,5,2014,4152,,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,Ma. del Carmen A. Gonzalez Chavez and Rogelio Carrillo,,,44285.2655,"20.5, -97.89",Puebla
2305124043,KP779347,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys,Oryzomys rostratus,,SPECIES,"Handleyomys rostratus (Merriam, 1901)",Handleyomys rostratus,,MX,"Mexico:Campeche, 27.5 Km S of Constitucion, 27.5 Km S, 70 Km E of Escarcega",,PRESENT,,18.64,-90.14,,,,,,,,,5786940,2438109,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.2655,"18.64, -90.14",Campeche
2305156336,HQ990173,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus eresimus,,SPECIES,"Danaus eresimus Cramer, 1777",Danaus eresimus,,MX,Mexico,,PRESENT,,20.79,-89.59,,,,,38307,16,11,2004,5714302,5714302,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Yara Vazquez,,,44285.2655,"20.79, -89.59",Yucatán
2305242682,HQ200819,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Heterospilus,,,GENUS,"Heterospilus Haliday, 1836",Heterospilus sp. MAS-2010,,MX,"Mexico:Jalisco, La Huerta, Costa Sur, Estacion de Biologia Chamela, a Lado del Laboratorio",,PRESENT,,19.5,-105.04,,,,,40135,18,11,2009,1272344,,PRESERVED_SPECIMEN,,,,,Alejandro Zaldivar-Riveron,,CC_BY_4_0,,Alejandro Zaldivar-Riveron,,,44285.26586,"19.5, -105.04",Jalisco
2305245030,GU660397,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Eurema,Eurema mexicana,,SPECIES,"Eurema mexicana (Boisduval, 1836)",Eurema mexicana mexicana,,MX,Mexico,,PRESENT,,21.23,-88.92,,,,,38970,10,9,2006,5137817,5137817,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Emigdio May,,,44285.26587,"21.23, -88.92",Yucatán
2305261267,LN998172,Animalia,Arthropoda,,Araneae,Agelenidae,Eratigena,,,GENUS,"Eratigena Bolzern, Burckhardt & Hänggi, 2013",Eratigena sp. 3 AB-2015,,MX,Mexico:San Luis Potosi,,PRESENT,,21.3812,-98.9725,,,,,41924,12,10,2014,7519314,,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26551,"21.3812, -98.9725",San Luis Potosí
2305318912,HQ980535,Animalia,Arthropoda,Insecta,Trichoptera,Polycentropodidae,Polycentropus,,,GENUS,"Polycentropus Curtis, 1835",Polycentropus sp. BOLD:AAF0271,,MX,Mexico:Hidalgo,,PRESENT,,20.12,-98.52,,,,,40313,15,5,2010,1437832,,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"A. Contreras, M. Sarmiento, M. Razo",,,44285.26586,"20.12, -98.52",Hidalgo
2305390516,JX239780,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus cembroides,,SPECIES,Pinus cembroides Zucc.,Pinus cembroides,,MX,Mexico,,PRESENT,,25.1,-100.43,,,,,,,,,5285172,5285172,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26587,"25.1, -100.43",Nuevo León
2305422457,KU687372,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,,SPECIES,Saccharomyces cerevisiae (Desm.) Meyen,Saccharomyces cerevisiae,,MX,"Mexico:Tlaxco, Tlaxcala",,PRESENT,,19.42,-98.25,,,,,,,,,7440012,7440012,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,Tania Vazquez,,,44285.26589,"19.42, -98.25",Tlaxcala
2305494656,GU225353,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus apodus,,SPECIES,"Lutjanus apodus (Walbaum, 1792)",Lutjanus apodus,,MX,"Mexico:Quintana Roo, Xcalak",,PRESENT,,18.3,-87.83,,,,,38569,5,8,2005,2384922,2384922,PRESERVED_SPECIMEN,,,,,Martha Valdez,,CC_BY_4_0,,Lourdes Vasquez,,,44285.26588,"18.3, -87.83",Quintana Roo
2305514031,KP252911,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,,,GENUS,"Simulium Latreille, 1802",Simulium metallicum s. l. BOLD:ABA1845,,MX,"Mexico:Oaxaca, La Chichina, Oaxaca.",,PRESENT,,17.483,-96.267,,,,,40603,1,3,2011,5734043,,PRESERVED_SPECIMEN,,,,,Luis M. Hernandez Triana,,CC_BY_4_0,,Oncho Programme,,,44285.26552,"17.483, -96.267",Oaxaca
2305531861,JQ247394,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,,,,FAMILY,Geastraceae,uncultured Geastrum,,MX,,,PRESENT,,32.41,-116.68,,,,,,,,,4199,,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26588,"32.41, -116.68",Baja California
